,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,uBB,1B,PA,R/PA,league_scalar,lgID,lg_PA,lg_wRC,park_factor,playerID,player_season,stint,teamID,w1B,w2B,w3B,wHBP,wHR,wuBB,yearID,year_lg,year_team,year_wOBA,year_wOBAScale,wOBA,wRAA,wRC+,wRC+_t-1,is_signed,is_unsigned,is_fa,service_time
navaros01_2010,14,20,2,1,0,0,0,0.0,0.0,0.0,5,4.0,0.0,0.0,0.0,0.0,0.0,5.0,1,25.0,0.115,0.11986761371573484,NL,93061,11155,99,navaros01,navaros01_2010,1,HOU,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_HOU,0.321,1.251,0.17600000000000002,-2.897681854516387,0.2024949123623653,,False,False,False,
navarre01_2015,10,29,5,8,2,0,1,3.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5,30.0,0.113,0.11578947368421053,AL,91485,10593,101,navarre01,navarre01_2015,1,BAL,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_BAL,0.313,1.251,0.3097241379310345,-0.07855784338046808,94.35348632692592,,False,False,False,
navarya01_2010,20,42,4,6,0,0,0,5.0,0.0,0.0,2,17.0,1.0,0.0,0.0,2.0,0.0,1.0,6,46.0,0.115,0.11770830923016405,AL,86434,10174,105,navarya01,navarya01_2010,1,BOS,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_BOS,0.321,1.251,0.1349111111111111,-6.842597033484325,-33.559321072508816,,False,False,False,
navarya01_2011,22.0,60.0,8.0,15.0,3.0,0.0,1.0,9.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,66.0,0.11199999999999999,0.11638486265681029,MULT,86171,10029,103.21212121212122,navarya01,navarya01_2011,1,MULT,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_AL,2011_BOS,0.316,1.264,0.29024242424242425,-1.3449367088607593,75.63234024673287,-33.559321072508816,False,False,False,
navarya01_2012,29,50,4,8,0,0,1,4.0,0.0,2.0,5,13.0,0.0,0.0,0.0,1.0,2.0,5.0,7,56.0,0.114,0.11916426045485513,NL,92469,11019,97,navarya01,navarya01_2012,1,PIT,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_PIT,0.315,1.245,0.20894642857142856,-4.770281124497992,27.052077836139397,75.63234024673287,False,False,False,
navarya01_2013,8,28,3,8,0,1,0,2.0,0.0,0.0,2,8.0,0.0,0.0,1.0,0.0,1.0,2.0,7,31.0,0.11,0.1136459562125951,AL,92401,10501,103,navarya01,navarya01_2013,1,BAL,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_BAL,0.314,1.2770000000000001,0.30706666666666665,-0.16831114591490504,89.11061296967627,27.052077836139397,True,False,True,
nealth01_2012,9,23,2,5,1,0,0,2.0,0.0,0.0,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,4,24.0,0.114,0.1169271652854995,AL,85797,10032,97,nealth01,nealth01_2012,1,CLE,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_CLE,0.315,1.245,0.2297916666666667,-1.6425702811244973,41.88895839578412,,False,False,False,
nealth01_2013,6.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,17.0,0.11,0.11337662385977959,MULT,86959,9783,100.76470588235294,nealth01,nealth01_2013,2,MULT,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_CHN,0.314,1.2770000000000001,0.18752941176470586,-1.68363351605325,8.927376327362325,41.88895839578412,True,False,True,
negrokr01_2012,4,4,2,1,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.114,0.11916426045485513,NL,92469,11019,101,negrokr01,negrokr01_2012,1,CIN,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_CIN,0.315,1.245,0.315,0.0,94.70960468282058,,True,False,True,
negrokr01_2014,49,144,19,39,10,1,6,17.0,5.0,0.0,12,40.0,0.0,1.0,1.0,0.0,2.0,12.0,22,158.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,101,negrokr01,negrokr01_2014,1,CIN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_CIN,0.31,1.304,0.3559808917197452,5.57130436481575,126.62644212672315,,False,False,False,
negrokr01_2015,43,93,5,13,2,0,0,2.0,2.0,0.0,9,23.0,0.0,3.0,2.0,0.0,2.0,9.0,11,107.0,0.113,0.11658365615200147,NL,86736,10112,101,negrokr01,negrokr01_2015,1,CIN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_CIN,0.313,1.251,0.1956190476190476,-10.039777701648207,15.474126004621244,126.62644212672315,True,False,True,
negrokr01_2017,14,25,3,4,1,0,0,1.0,0.0,0.0,4,7.0,0.0,1.0,1.0,0.0,1.0,4.0,3,31.0,0.122,0.12856540517133316,NL,87753,11282,105,negrokr01,negrokr01_2017,1,ARI,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_ARI,0.321,1.185,0.24526666666666666,-1.9812095639943743,40.43857209909067,,False,False,False,
negrokr01_2018,20.0,32.0,6.0,7.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,33.0,0.11699999999999999,0.11983858062361102,MULT,91924,10995,96.36363636363636,negrokr01,negrokr01_2018,2,MULT,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_SEA,0.315,1.226,0.24245454545454548,-1.9526916802610108,51.80474432529222,40.43857209909067,False,False,False,
nelsobr02_2008,9,7,0,2,2,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.0,0.12,0.12559485326069675,NL,94351,11850,99,nelsobr02,nelsobr02_2008,1,MIL,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_MIL,0.32799999999999996,1.2109999999999999,0.40325,0.4971098265895957,145.97630680227314,,False,False,False,
nelsobr02_2009,19,21,0,0,0,0,0,0.0,0.0,0.0,2,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0,23.0,0.12,0.1230072463768116,NL,93840,11543,99,nelsobr02,nelsobr02_2009,1,MIL,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_MIL,0.32899999999999996,1.21,0.061478260869565225,-5.085123966942149,-81.2085054589272,145.97630680227314,True,False,True,
nelsoch01_2010,17,25,7,7,1,0,0,0.0,1.0,0.0,1,4.0,0.0,0.0,1.0,0.0,1.0,1.0,6,27.0,0.115,0.11986761371573484,NL,93061,11155,113,nelsoch01,nelsoch01_2010,1,COL,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_COL,0.321,1.251,0.2823461538461538,-0.83425567238517,57.69001285660431,,False,False,False,
nelsoch01_2011,63,180,20,45,10,1,4,16.0,3.0,1.0,7,35.0,1.0,1.0,0.0,1.0,5.0,6.0,30,189.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,115,nelsoch01,nelsoch01_2011,1,COL,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_COL,0.316,1.264,0.28853723404255316,-4.106378770535961,63.640714967900294,57.69001285660431,False,False,False,
nelsoch01_2012,111,345,45,104,21,3,9,53.0,2.0,1.0,27,84.0,4.0,1.0,2.0,2.0,9.0,23.0,71,377.0,0.114,0.11916426045485513,NL,92469,11019,117,nelsoch01,nelsoch01_2012,1,COL,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_COL,0.315,1.245,0.3479164420485175,9.967468797020965,101.58994719879148,63.640714967900294,False,False,False,
nelsoch01_2013,64.0,211.0,19.0,48.0,4.0,4.0,3.0,24.0,2.0,1.0,13.0,66.0,0.0,1.0,0.0,2.0,8.0,13.0,37.0,227.0,0.11,0.11328793402113219,MULT,86959,9783,102.85903083700441,nelsoch01,nelsoch01_2013,1,MULT,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_COL,0.314,1.2770000000000001,0.2660748898678414,-8.519185591229446,61.19417282569688,101.58994719879148,True,False,True,
nelsoch01_2014,27,73,5,17,3,0,0,7.0,1.0,2.0,7,14.0,1.0,0.0,0.0,1.0,5.0,6.0,14,81.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,95,nelsoch01,nelsoch01_2014,1,SDN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_SDN,0.31,1.304,0.2558875,-3.36128259202454,64.03636325017057,61.19417282569688,True,False,True,
nelsojo02_2006,8,5,2,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.126,0.13077833178399392,NL,94664,12380,97,nelsojo02,nelsojo02_2006,1,SLN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_SLN,0.332,1.17,0.0,-1.4188034188034189,-117.7417402869254,,False,False,False,
nevinph01_2006,129.0,397.0,54.0,95.0,13.0,0.0,22.0,68.0,0.0,0.0,48.0,106.0,1.0,2.0,1.0,2.0,13.0,47.0,60.0,450.0,0.126,0.12987948489450635,MULT,87359,11285,103.28,nevinph01,nevinph01_2006,1,MULT,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_TEX,0.332,1.17,0.329515625,-0.9555288461538611,92.19608675023892,,False,False,False,
newhada01_2006,39,131,14,33,4,0,4,18.0,4.0,2.0,7,22.0,1.0,2.0,0.0,3.0,4.0,6.0,25,143.0,0.126,0.12917959225723738,AL,87359,11285,101,newhada01,newhada01_2006,1,BAL,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_BAL,0.332,1.17,0.28743661971830986,-5.446635367762131,67.07842877559901,,True,False,True,
newhada01_2007,56,74,9,15,1,1,1,6.0,2.0,0.0,8,19.0,0.0,1.0,0.0,0.0,1.0,8.0,12,83.0,0.124,0.1298514362562777,NL,95178,12359,97,newhada01,newhada01_2007,1,NYN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_NYN,0.331,1.192,0.26515662650602406,-4.584731543624165,55.81938301836907,67.07842877559901,True,False,True,
newhada01_2008,64,104,11,27,5,2,2,12.0,1.0,0.0,6,28.0,0.0,0.0,0.0,1.0,3.0,6.0,18,111.0,0.12,0.12559485326069675,NL,94351,11850,98,newhada01,newhada01_2008,1,HOU,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_HOU,0.32799999999999996,1.2109999999999999,0.30534234234234237,-2.076796036333603,82.55921568980791,55.81938301836907,True,False,True,
newmake01_2018,31,91,7,19,2,0,0,6.0,0.0,1.0,4,23.0,1.0,1.0,0.0,1.0,2.0,3.0,17,97.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,98,newmake01,newmake01_2018,1,PIT,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_PIT,0.315,1.226,0.210875,-8.238274877650898,28.17489902777369,,False,False,False,
ngoepgi01_2017,28,54,10,12,2,1,0,6.0,0.0,0.0,8,26.0,0.0,0.0,1.0,0.0,0.0,8.0,9,63.0,0.122,0.12856540517133316,NL,87753,11282,98,ngoepgi01,ngoepgi01_2017,1,PIT,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_PIT,0.321,1.185,0.2815,-2.100000000000002,70.86406062754828,,False,False,False,
ngoepgi01_2018,13,18,2,1,0,0,0,0.0,0.0,0.0,1,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1,19.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,100,ngoepgi01,ngoepgi01_2018,1,TOR,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_TOR,0.315,1.226,0.08263157894736842,-3.601141924959217,-60.642070946100404,70.86406062754828,False,False,False,
nichobr01_2016,15,40,5,11,5,0,2,4.0,0.0,0.0,4,9.0,0.0,1.0,0.0,0.0,2.0,4.0,4,45.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,108,nichobr01,nichobr01_2016,1,TEX,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_TEX,0.318,1.212,0.38304444444444447,2.4150165016501655,135.09880635079008,,False,False,False,
nickemi01_2010,5,10,0,2,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10.0,0.115,0.11986761371573484,NL,93061,11155,97,nickemi01,nickemi01_2010,1,NYN,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_NYN,0.321,1.251,0.179,-1.135091926458833,4.121886805750374,,False,False,False,
nickemi01_2011,21,53,4,10,1,0,1,6.0,0.0,1.0,4,11.0,0.0,0.0,2.0,0.0,1.0,4.0,8,59.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,97,nickemi01,nickemi01_2011,1,NYN,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_NYN,0.316,1.264,0.23249122807017544,-3.8979569176104816,42.69639273687309,4.121886805750374,False,False,False,
nickemi01_2012,47,109,8,19,3,0,1,13.0,0.0,0.0,8,27.0,0.0,2.0,2.0,1.0,1.0,8.0,15,122.0,0.114,0.11916426045485513,NL,92469,11019,95,nickemi01,nickemi01_2012,1,NYN,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_NYN,0.315,1.245,0.217175,-9.586064257028111,34.511776143506786,42.69639273687309,True,False,True,
nickemi01_2013,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.11,0.1136459562125951,AL,92401,10501,102,nickemi01,nickemi01_2013,1,TOR,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_TOR,0.314,1.2770000000000001,,,,34.511776143506786,False,False,False,
nidoto01_2017,5,10,0,3,1,0,0,3.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10.0,0.122,0.12856540517133316,NL,87753,11282,94,nidoto01,nidoto01_2017,1,NYN,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_NYN,0.321,1.185,0.2986,-0.18902953586497917,85.88394853682014,,False,False,False,
nidoto01_2018,34,84,10,14,3,0,1,9.0,0.0,0.0,4,27.0,0.0,0.0,0.0,2.0,4.0,4.0,10,90.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,94,nidoto01,nidoto01_2018,1,NYN,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_NYN,0.315,1.226,0.1925777777777778,-8.98694942903752,19.786685495788298,85.88394853682014,False,False,False,
niekrla01_2006,66,199,27,49,9,2,5,31.0,0.0,0.0,11,32.0,0.0,0.0,0.0,0.0,7.0,11.0,33,210.0,0.126,0.13077833178399392,NL,94664,12380,101,niekrla01,niekrla01_2006,1,SFN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_SFN,0.332,1.17,0.29186190476190477,-7.204273504273507,69.15054998813189,,False,False,False,
niekrla01_2007,11,17,0,3,0,0,0,0.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3,18.0,0.124,0.1298514362562777,NL,95178,12359,100,niekrla01,niekrla01_2007,1,SFN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_SFN,0.331,1.192,0.1888333333333333,-2.1468120805369137,3.644674505604385,69.15054998813189,True,False,True,
nietoad01_2014,48,106,8,25,5,0,2,7.0,0.0,1.0,8,38.0,0.0,1.0,3.0,0.0,3.0,8.0,18,118.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,101,nietoad01,nietoad01_2014,1,CHA,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_CHA,0.31,1.304,0.28673913043478255,-2.1048946385702902,81.0215718380469,,False,False,False,
nieuwki01_2012,91,282,40,71,12,1,7,28.0,4.0,4.0,25,98.0,0.0,2.0,3.0,2.0,2.0,25.0,51,314.0,0.114,0.11916426045485513,NL,92469,11019,95,nieuwki01,nieuwki01_2012,1,NYN,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_NYN,0.315,1.245,0.3050996784565917,-2.496948565968039,93.77638402381704,,False,False,False,
nieuwki01_2013,47,95,10,18,3,1,3,14.0,2.0,0.0,12,32.0,1.0,0.0,0.0,1.0,1.0,11.0,11,108.0,0.11,0.11250129371312917,NL,86959,9783,95,nieuwki01,nieuwki01_2013,1,NYN,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_NYN,0.314,1.2770000000000001,0.27186915887850466,-3.5631408309487056,73.33956130263114,93.77638402381704,False,False,False,
nieuwki01_2014,61,112,16,29,14,1,3,16.0,4.0,0.0,16,39.0,3.0,0.0,0.0,2.0,1.0,13.0,11,130.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,95,nieuwki01,nieuwki01_2014,1,NYN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_NYN,0.31,1.304,0.3525275590551181,4.239710641997973,130.03897975287242,73.33956130263114,False,False,False,
nieuwki01_2015,74.0,128.0,21.0,25.0,11.0,0.0,4.0,14.0,2.0,2.0,10.0,49.0,0.0,3.0,0.0,0.0,2.0,10.0,10.0,141.0,0.113,0.11644847615748385,MULT,91485,10593,95.34042553191489,nieuwki01,nieuwki01_2015,2,MULT,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_LAA,0.313,1.251,0.2830496453900709,-3.3756994404476472,81.00079234876063,130.03897975287242,False,False,False,
nieuwki01_2016,125,335,38,70,18,1,13,44.0,8.0,9.0,56,133.0,1.0,1.0,0.0,0.0,5.0,55.0,38,392.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,101,nieuwki01,nieuwki01_2016,1,MIL,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_MIL,0.318,1.212,0.3125575447570333,-1.760266052180654,91.19911553985659,81.00079234876063,False,False,False,
nieuwki01_2017,16,26,3,3,1,0,1,1.0,0.0,0.0,4,15.0,0.0,1.0,0.0,0.0,0.0,4.0,1,31.0,0.122,0.12856540517133316,NL,87753,11282,101,nieuwki01,nieuwki01_2017,1,MIL,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_MIL,0.321,1.185,0.24464516129032257,-1.9974683544303802,43.82635972621843,91.19911553985659,True,False,True,
nievewi01_2006,6,6,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.126,0.12917959225723738,AL,87359,11285,100,nievewi01,nievewi01_2006,1,NYA,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_NYA,0.332,1.17,0.0,-1.7025641025641027,-122.12508261098428,,False,False,False,
nievewi01_2007,26,61,6,10,4,0,0,8.0,0.0,0.0,2,9.0,0.0,0.0,3.0,0.0,3.0,2.0,6,66.0,0.124,0.12542717703130535,AL,87493,10974,100,nievewi01,nievewi01_2007,1,NYA,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_AL,2007_NYA,0.331,1.192,0.18746031746031744,-7.947666986257593,2.8548862561321853,-122.12508261098428,True,False,True,
nievewi01_2008,68,176,15,46,9,1,1,20.0,0.0,1.0,13,29.0,1.0,0.0,5.0,2.0,7.0,12.0,35,196.0,0.12,0.12559485326069675,NL,94351,11850,100,nievewi01,nievewi01_2008,1,WAS,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_WAS,0.32799999999999996,1.2109999999999999,0.2884105263157895,-6.407544873745046,69.51594134234398,2.8548862561321853,False,False,False,
nievewi01_2009,72,224,20,58,6,0,1,26.0,1.0,0.0,17,45.0,1.0,3.0,0.0,5.0,7.0,16.0,51,249.0,0.12,0.1230072463768116,NL,93840,11543,100,nievewi01,nievewi01_2009,1,WAS,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_WAS,0.32899999999999996,1.21,0.2771733870967742,-10.66514596107704,62.7345874188091,69.51594134234398,False,False,False,
nievewi01_2010,59,158,10,32,8,0,3,16.0,0.0,0.0,8,29.0,2.0,1.0,4.0,1.0,6.0,6.0,21,172.0,0.115,0.11986761371573484,NL,93061,11155,100,nievewi01,nievewi01_2010,1,WAS,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_WAS,0.321,1.251,0.24162048192771085,-10.91389057428756,43.00339868795021,62.7345874188091,True,False,True,
nievewi01_2011,20,50,2,7,2,0,0,0.0,0.0,0.0,3,12.0,1.0,0.0,1.0,0.0,3.0,2.0,5,54.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,101,nievewi01,nievewi01_2011,1,MIL,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_MIL,0.316,1.264,0.1611153846153846,-6.616906037000975,-10.095547191956744,43.00339868795021,True,False,True,
nievewi01_2012,32.0,83.0,7.0,25.0,3.0,0.0,2.0,8.0,0.0,1.0,4.0,17.0,2.0,0.0,1.0,1.0,3.0,2.0,20.0,89.0,0.114,0.11916426045485513,MULT,92469,11019,111.4494382022472,nievewi01,nievewi01_2012,2,MULT,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_ARI,0.315,1.245,0.3133604651162791,-0.11720369851499,83.60790775708327,-10.095547191956744,True,False,True,
nievewi01_2013,71,195,16,58,11,0,1,22.0,0.0,0.0,8,32.0,0.0,0.0,0.0,3.0,7.0,8.0,46,206.0,0.11,0.11250129371312917,NL,86959,9783,104,nievewi01,nievewi01_2013,1,ARI,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_ARI,0.314,1.2770000000000001,0.3031553398058252,-1.7494126859827779,86.31696774569437,83.60790775708327,True,False,True,6.127000000000002
nievewi01_2014,36,122,9,31,8,0,1,7.0,1.0,0.0,1,34.0,0.0,2.0,2.0,1.0,2.0,1.0,22,128.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,99,nievewi01,nievewi01_2014,1,PHI,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_PHI,0.31,1.304,0.2710793650793651,-3.8204304216574148,70.5646252511484,86.31696774569437,True,False,True,7.127000000000002
nievewi01_2015,6,13,1,1,0,0,1,4.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0,14.0,0.113,0.11658365615200147,NL,86736,10112,95,nievewi01,nievewi01_2015,1,SDN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_SDN,0.313,1.251,0.19657142857142856,-1.3029576338928859,21.942696277878238,70.5646252511484,False,False,False,
nimmobr01_2016,32,73,12,20,1,0,1,6.0,0.0,0.0,6,20.0,0.0,1.0,0.0,0.0,0.0,6.0,18,80.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,94,nimmobr01,nimmobr01_2016,1,NYN,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_NYN,0.318,1.212,0.29910000000000003,-1.2475247524752457,88.89044009317934,,False,False,False,
nimmobr01_2017,69,177,26,46,11,1,5,21.0,2.0,0.0,33,60.0,1.0,2.0,1.0,2.0,3.0,32.0,29,215.0,0.122,0.12856540517133316,NL,87753,11282,94,nimmobr01,nimmobr01_2017,1,NYN,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_NYN,0.321,1.185,0.3476948356807512,4.843366811275535,118.10897907718252,88.89044009317934,False,False,False,
nimmobr01_2018,140,433,77,114,28,8,17,47.0,9.0,6.0,80,140.0,2.0,22.0,0.0,0.0,8.0,78.0,61,535.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,94,nimmobr01,nimmobr01_2018,1,NYN,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_NYN,0.315,1.226,0.38537898686679173,30.711874366829996,148.55393532453783,118.10897907718252,False,False,False,
nishits01_2011,68,221,14,50,5,0,0,19.0,2.0,4.0,15,43.0,1.0,1.0,3.0,0.0,1.0,14.0,45,240.0,0.11199999999999999,0.11638486265681029,AL,86171,10029,101,nishits01,nishits01_2011,1,MIN,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_AL,2011_MIN,0.316,1.264,0.24085593220338983,-14.267860974039907,44.19009319664667,,False,False,False,
nishits01_2012,3,12,0,0,0,0,0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,14.0,0.114,0.1169271652854995,AL,85797,10032,101,nishits01,nishits01_2012,1,MIN,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_MIN,0.315,1.245,0.049357142857142856,-2.98714859437751,-85.957575808703,44.19009319664667,False,True,True,
nixja01_2008,22,56,2,7,2,0,0,2.0,1.0,0.0,7,17.0,2.0,1.0,1.0,0.0,1.0,5.0,5,65.0,0.12,0.12559485326069675,NL,94351,11850,108,nixja01,nixja01_2008,1,COL,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_COL,0.32799999999999996,1.2109999999999999,0.18188709677419357,-7.842558802376066,-8.164945090942455,,True,False,True,
nixja01_2009,94,255,36,57,11,0,12,32.0,10.0,2.0,28,64.0,1.0,4.0,1.0,2.0,5.0,27.0,34,290.0,0.12,0.12482370343190652,AL,87211,10886,103,nixja01,nixja01_2009,1,CHA,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_AL,2009_CHA,0.32899999999999996,1.21,0.31451736111111117,-3.4710456841138417,83.66269713211996,-8.164945090942455,False,False,False,
nixja01_2010,102.0,331.0,32.0,74.0,15.0,0.0,14.0,34.0,1.0,2.0,20.0,87.0,2.0,7.0,3.0,2.0,6.0,18.0,45.0,363.0,0.115,0.11770830923016407,MULT,86434,10174,98.25619834710744,nixja01,nixja01_2010,1,MULT,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_CHA,0.321,1.251,0.29629888268156424,-7.1674704928794455,82.62821440593339,83.66269713211996,False,False,False,
nixja01_2011,46,136,15,23,5,1,4,16.0,4.0,1.0,12,42.0,1.0,2.0,0.0,1.0,2.0,11.0,13,151.0,0.11199999999999999,0.11638486265681029,AL,86171,10029,102,nixja01,nixja01_2011,1,TOR,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_AL,2011_TOR,0.316,1.264,0.24640666666666666,-8.313760548523208,47.00094314126163,82.62821440593339,True,False,True,
nixja01_2012,74,177,24,43,13,0,4,18.0,6.0,3.0,14,53.0,0.0,2.0,9.0,0.0,4.0,14.0,26,202.0,0.114,0.1169271652854995,AL,85797,10032,103,nixja01,nixja01_2012,1,NYA,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_NYA,0.315,1.245,0.3040155440414508,-1.7822169507043664,87.02609317512757,47.00094314126163,False,False,False,
