,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,uBB,1B,PA,R/PA,league_scalar,lgID,lg_PA,lg_wRC,park_factor,playerID,player_season,stint,teamID,w1B,w2B,w3B,wHBP,wHR,wuBB,yearID,year_lg,year_team,year_wOBA,year_wOBAScale,wOBA,wRAA,wRC+,wRC+_t-1,is_signed,is_unsigned,is_fa,service_time
nixja01_2013,87,267,32,63,9,1,3,24.0,13.0,1.0,24,80.0,1.0,5.0,4.0,3.0,4.0,23.0,50,303.0,0.11,0.1136459562125951,AL,92401,10501,101,nixja01,nixja01_2013,1,NYA,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_NYA,0.314,1.2770000000000001,0.27932214765100666,-8.228182663856682,71.92889598686591,87.02609317512757,True,False,True,
nixja01_2014,41.0,83.0,2.0,10.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,28.0,0.0,2.0,1.0,1.0,2.0,3.0,9.0,90.0,0.10800000000000001,0.11205057053722547,MULT,91834,10097,98.1,nixja01,nixja01_2014,3,MULT,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_KCA,0.31,1.304,0.15364044943820226,-10.791686771903217,-8.795698898873866,71.92889598686591,True,False,True,
nixla01_2006,19.0,67.0,3.0,11.0,2.0,0.0,1.0,10.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,1.0,1.0,0.0,8.0,70.0,0.126,0.13000180115671217,MULT,87359,11285,101.94285714285715,nixla01,nixla01_2006,1,MULT,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_TEX,0.332,1.17,0.18637142857142855,-8.712820512820516,-0.7052705891045887,,False,False,False,
nixla01_2007,10,12,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,0.124,0.1298514362562777,NL,95178,12359,99,nixla01,nixla01_2007,1,MIL,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_MIL,0.331,1.192,0.0,-3.3322147651006717,-117.39921263367566,-0.7052705891045887,False,False,False,
nixla01_2008,10,12,1,1,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1,13.0,0.12,0.12559485326069675,NL,94351,11850,99,nixla01,nixla01_2008,1,MIL,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_MIL,0.32799999999999996,1.2109999999999999,0.12338461538461537,-2.1965317919075145,-38.030208048208955,-117.39921263367566,True,False,True,
nixla01_2009,116,309,42,74,26,1,15,46.0,0.0,1.0,22,81.0,3.0,2.0,0.0,4.0,5.0,19.0,32,337.0,0.12,0.1230072463768116,NL,93840,11543,102,nixla01,nixla01_2009,1,CIN,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_CIN,0.32899999999999996,1.21,0.3239071856287425,-1.418411936457659,92.18242489205791,-38.030208048208955,True,False,True,
nixla01_2010,97,165,16,48,11,2,4,18.0,0.0,1.0,15,39.0,4.0,0.0,2.0,0.0,5.0,11.0,31,182.0,0.115,0.11986761371573484,NL,93061,11155,102,nixla01,nixla01_2010,1,CIN,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_CIN,0.321,1.251,0.34619318181818187,3.6651951166339725,110.8209553764918,92.18242489205791,True,False,True,
nixla01_2011,124,324,38,81,15,1,16,44.0,2.0,2.0,23,82.0,2.0,1.0,0.0,3.0,1.0,21.0,49,351.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,100,nixla01,nixla01_2011,1,WAS,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_WAS,0.316,1.264,0.32363037249283666,2.118877171665875,102.24063332571379,110.8209553764918,True,False,True,6.07
nixla01_2012,70,114,13,28,10,0,3,16.0,0.0,0.0,12,42.0,0.0,0.0,0.0,1.0,1.0,12.0,15,127.0,0.114,0.11916426045485513,NL,92469,11019,100,nixla01,nixla01_2012,1,PHI,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_PHI,0.315,1.245,0.31729133858267716,0.23373493975903561,97.21071750402335,102.24063332571379,False,False,False,7.07
nixla01_2013,81,128,11,23,4,0,2,7.0,1.0,0.0,8,44.0,2.0,0.0,0.0,0.0,2.0,6.0,17,136.0,0.11,0.11250129371312917,NL,86959,9783,100,nixla01,nixla01_2013,1,PHI,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_PHI,0.314,1.2770000000000001,0.21285074626865672,-10.772355918138361,27.369908012293706,97.21071750402335,False,False,False,8.033
nixontr01_2006,114,381,59,102,24,0,8,52.0,0.0,2.0,60,56.0,1.0,7.0,0.0,5.0,10.0,59.0,70,453.0,0.126,0.12917959225723738,AL,87359,11285,103,nixontr01,nixontr01_2006,1,BOS,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_BOS,0.332,1.17,0.3424225663716814,4.035403902881763,101.50843031377187,,True,False,True,8.044
nixontr01_2007,99,307,30,77,17,0,3,31.0,0.0,0.0,44,59.0,7.0,0.0,0.0,3.0,9.0,37.0,57,354.0,0.124,0.12542717703130535,AL,87493,10974,98,nixontr01,nixontr01_2007,1,CLE,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_AL,2007_CLE,0.331,1.192,0.3016628242074928,-8.71255052898285,81.21706774635537,101.50843031377187,True,False,True,
nixontr01_2008,11,35,2,6,1,0,1,1.0,1.0,0.0,6,9.0,1.0,0.0,0.0,0.0,0.0,5.0,4,41.0,0.12,0.12559485326069675,NL,94351,11850,97,nixontr01,nixontr01_2008,1,NYN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_NYN,0.32799999999999996,1.2109999999999999,0.260175,-2.296304706853839,53.81794426338035,81.21706774635537,True,False,True,
noelri01_2015,15,2,5,1,0,0,0,0.0,5.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.113,0.11578947368421053,AL,91485,10593,101,noelri01,noelri01_2015,1,NYA,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_NYA,0.313,1.251,0.44049999999999995,0.20383693045563545,184.63549269675167,,False,False,False,
noonani01_2013,62,105,12,23,2,0,0,5.0,0.0,0.0,6,24.0,3.0,0.0,0.0,0.0,1.0,3.0,21,111.0,0.11,0.11250129371312917,NL,86959,9783,92,noonani01,noonani01_2013,1,SFN,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_SFN,0.314,1.2770000000000001,0.21537037037037035,-8.573131471330376,36.94586965848847,,False,False,False,
noonani01_2015,14,22,2,2,1,0,1,3.0,0.0,0.0,2,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0,24.0,0.113,0.11658365615200147,NL,86736,10112,96,noonani01,noonani01_2015,1,SFN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_SFN,0.313,1.251,0.19562500000000002,-2.251798561151079,20.32451265822786,,True,False,True,
noonani01_2016,7,18,0,3,0,0,0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,1.0,0.0,1.0,3,20.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,97,noonani01,noonani01_2016,1,SDN,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_SDN,0.318,1.212,0.16624999999999998,-2.5041254125412546,-2.976605103559634,20.32451265822786,True,False,True,
norride01_2012,60,209,19,42,8,1,7,34.0,5.0,1.0,21,66.0,1.0,1.0,0.0,1.0,6.0,20.0,26,232.0,0.114,0.1169271652854995,AL,85797,10032,97,norride01,norride01_2012,1,OAK,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_OAK,0.315,1.245,0.27524242424242423,-7.4086406230984565,73.1106445641199,,False,False,False,
norride01_2013,98,264,41,65,16,0,9,30.0,5.0,0.0,37,71.0,1.0,4.0,1.0,2.0,5.0,36.0,40,308.0,0.11,0.1136459562125951,AL,92401,10501,97,norride01,norride01_2013,1,OAK,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_OAK,0.314,1.2770000000000001,0.33494444444444443,5.051596624032016,114.12749917624365,73.1106445641199,False,False,False,
norride01_2014,127,385,46,104,19,1,10,55.0,2.0,2.0,54,86.0,2.0,1.0,1.0,1.0,12.0,52.0,74,442.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,96,norride01,norride01_2014,1,OAK,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_OAK,0.31,1.304,0.341503416856492,10.678305406878422,124.13011964252796,114.12749917624365,False,False,False,
norride01_2015,147,515,65,129,33,2,14,62.0,4.0,1.0,35,131.0,1.0,6.0,0.0,1.0,5.0,34.0,80,557.0,0.113,0.11658365615200147,NL,86736,10112,95,norride01,norride01_2015,1,SDN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_SDN,0.313,1.251,0.3087985611510791,-1.8706646193836374,98.89167958671038,124.13011964252796,False,False,False,
norride01_2016,125,415,50,77,17,0,14,42.0,9.0,2.0,36,139.0,5.0,4.0,0.0,3.0,9.0,31.0,46,458.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,97,norride01,norride01_2016,1,SDN,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_SDN,0.318,1.212,0.25169315673289183,-25.056546383115137,54.259670730771866,98.89167958671038,False,False,False,
norride01_2017,53,179,21,36,5,0,9,24.0,1.0,0.0,12,48.0,0.0,3.0,0.0,4.0,5.0,12.0,22,198.0,0.122,0.12339456998861974,AL,92265,11385,97,norride01,norride01_2017,1,TBA,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_TBA,0.321,1.185,0.27151010101010103,-8.269198312236282,67.99032742539667,54.259670730771866,False,False,False,
nortogr01_2008,117.0,187.0,29.0,49.0,12.0,0.0,7.0,35.0,0.0,0.0,33.0,44.0,4.0,0.0,0.0,0.0,7.0,29.0,30.0,220.0,0.12,0.1254037344926671,MULT,87304,10761,97.83636363636364,nortogr01,nortogr01_2008,1,MULT,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_AL,2008_SEA,0.32799999999999996,1.2109999999999999,0.355037037037037,4.911765605407223,115.56479679011747,,True,False,True,9.163
nortogr01_2009,95,76,3,11,2,0,0,7.0,0.0,0.0,20,20.0,0.0,1.0,0.0,0.0,1.0,20.0,9,97.0,0.12,0.1230072463768116,NL,93840,11543,99,nortogr01,nortogr01_2009,1,ATL,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_ATL,0.32899999999999996,1.21,0.2623505154639175,-5.342975206611567,53.75112712676944,115.56479679011747,False,True,True,
nottija01_2018,9,20,2,4,1,0,0,0.0,0.0,0.0,4,8.0,0.0,0.0,0.0,0.0,0.0,4.0,3,24.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,101,nottija01,nottija01_2018,1,MIL,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_MIL,0.315,1.226,0.27695833333333336,-0.7446982055464921,69.43631110573926,,False,False,False,
nunezab01_2006,123,322,42,68,10,2,2,32.0,1.0,0.0,41,58.0,8.0,2.0,3.0,1.0,7.0,33.0,54,369.0,0.126,0.13077833178399392,NL,94664,12380,102,nunezab01,nunezab01_2006,1,PHI,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_PHI,0.332,1.17,0.2579944134078212,-23.340223463687167,46.053012808348065,,False,False,False,
nunezab01_2007,136,252,24,59,10,1,0,16.0,2.0,0.0,30,48.0,5.0,1.0,4.0,0.0,10.0,25.0,48,287.0,0.124,0.1298514362562777,NL,95178,12359,103,nunezab01,nunezab01_2007,1,PHI,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_PHI,0.331,1.192,0.27204676258992805,-14.194277799237128,54.541241981797434,46.053012808348065,True,False,True,
nunezab01_2008,2,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.12,0.12559485326069675,NL,94351,11850,97,nunezab01,nunezab01_2008,1,NYN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_NYN,0.32799999999999996,1.2109999999999999,0.0,-0.541701073492981,-117.242492764288,54.541241981797434,False,True,True,
nunezed02_2010,30,50,12,14,1,0,1,7.0,5.0,0.0,3,2.0,0.0,0.0,0.0,0.0,4.0,3.0,12,53.0,0.115,0.11770830923016405,AL,86434,10174,103,nunezed02,nunezed02_2010,1,NYA,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_NYA,0.321,1.251,0.305377358490566,-0.6618705035971234,84.15878024117828,,False,False,False,
nunezed02_2011,112,309,38,82,18,2,5,30.0,22.0,6.0,22,37.0,2.0,0.0,6.0,1.0,6.0,20.0,57,338.0,0.11199999999999999,0.11638486265681029,AL,86171,10029,103,nunezed02,nunezed02_2011,1,NYA,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_AL,2011_NYA,0.316,1.264,0.306430303030303,-2.5589854238588514,86.84036299939226,84.15878024117828,False,False,False,
nunezed02_2012,38,89,14,26,4,1,1,11.0,11.0,2.0,6,12.0,0.0,1.0,0.0,4.0,1.0,6.0,20,100.0,0.114,0.1169271652854995,AL,85797,10032,103,nunezed02,nunezed02_2012,1,NYA,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_NYA,0.315,1.245,0.31227,-0.21927710843373574,92.69636243298552,86.84036299939226,False,False,False,
nunezed02_2013,90,304,38,79,17,4,3,28.0,10.0,3.0,20,51.0,1.0,3.0,4.0,5.0,3.0,19.0,55,336.0,0.11,0.1136459562125951,AL,92401,10501,101,nunezed02,nunezed02_2013,1,NYA,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_NYA,0.314,1.2770000000000001,0.2975528700906344,-4.327514212644352,84.49090193330369,92.69636243298552,False,False,False,
nunezed02_2014,72,204,26,51,7,4,4,24.0,9.0,3.0,5,31.0,0.0,1.0,3.0,0.0,7.0,5.0,36,213.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,102,nunezed02,nunezed02_2014,1,MIN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_MIN,0.31,1.304,0.28733333333333333,-3.7024539877300615,80.45373909559886,84.49090193330369,False,False,False,
nunezed02_2015,72,188,23,53,14,1,4,20.0,8.0,4.0,12,29.0,0.0,1.0,2.0,1.0,1.0,12.0,34,204.0,0.113,0.11578947368421053,AL,91485,10593,102,nunezed02,nunezed02_2015,1,MIN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_MIN,0.313,1.251,0.3284851485148515,2.525156112733578,106.32936856995055,80.45373909559886,False,False,False,
nunezed02_2016,141.0,553.0,73.0,159.0,24.0,4.0,16.0,67.0,40.0,10.0,29.0,88.0,3.0,5.0,2.0,6.0,8.0,26.0,115.0,595.0,0.11800000000000001,0.12111349674393608,MULT,91672,11008,100.32773109243698,nunezed02,nunezed02_2016,1,MULT,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_MIN,0.318,1.212,0.3235,2.7000825082508273,100.85682800865858,106.32936856995055,False,False,False,
nunezed02_2017,114.0,467.0,60.0,146.0,33.0,0.0,12.0,58.0,24.0,7.0,18.0,54.0,0.0,3.0,1.0,2.0,11.0,18.0,101.0,491.0,0.122,0.12674350193994943,MULT,92265,11385,99.17107942973524,nunezed02,nunezed02_2017,2,MULT,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_BOS,0.321,1.185,0.3421142857142857,8.748619650391793,111.11358260444509,100.85682800865858,True,False,True,6.09
nunezed02_2018,127,480,56,127,23,3,10,44.0,7.0,2.0,16,69.0,0.0,2.0,1.0,3.0,17.0,16.0,91,502.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,105,nunezed02,nunezed02_2018,1,BOS,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_BOS,0.315,1.226,0.29198602794411177,-9.423339292052114,77.2332219845928,111.11358260444509,False,False,False,7.09
nunezre01_2016,9,15,0,2,0,0,0,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,98,nunezre01,nunezre01_2016,1,OAK,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_OAK,0.318,1.212,0.11706666666666667,-2.486798679867987,-37.83017186340728,,False,False,False,
nunezre01_2017,8,15,1,3,0,0,1,3.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2,16.0,0.122,0.12339456998861974,AL,92265,11385,96,nunezre01,nunezre01_2017,1,OAK,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_OAK,0.321,1.185,0.2766875,-0.5983122362869202,72.51979178688367,-37.83017186340728,False,False,False,
nunezre01_2018,73.0,236.0,28.0,61.0,14.0,0.0,8.0,22.0,0.0,0.0,19.0,62.0,0.0,4.0,0.0,2.0,4.0,19.0,39.0,261.0,0.11699999999999999,0.11960967755972325,MULT,91924,10995,103.09961685823755,nunezre01,nunezre01_2018,1,MULT,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_TEX,0.315,1.226,0.32190038314176245,1.4690048939641094,99.49179861109826,72.51979178688367,False,False,False,
obriepe04_2015,8,10,1,4,1,0,1,3.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2,12.0,0.113,0.11658365615200147,NL,86736,10112,105,obriepe04,obriepe04_2015,1,ARI,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_ARI,0.313,1.251,0.5380833333333334,2.159072741806555,246.40909194796063,,False,False,False,
obriepe04_2016,28,64,6,9,1,0,5,9.0,0.0,0.0,3,27.0,2.0,0.0,0.0,0.0,2.0,1.0,3,67.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,105,obriepe04,obriepe04_2016,1,ARI,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_ARI,0.318,1.212,0.22526153846153849,-5.126631124650926,28.889544731315606,246.40909194796063,False,False,False,
obriepe04_2018,22,66,8,18,5,0,4,10.0,0.0,0.0,7,22.0,0.0,0.0,0.0,1.0,2.0,7.0,9,74.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,95,obriepe04,obriepe04_2018,1,MIA,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_MIA,0.315,1.226,0.36633783783783785,3.098694942903753,134.8787995461111,,False,False,False,
ochoaiv01_2008,47,120,7,24,8,0,0,3.0,0.0,1.0,4,28.0,1.0,3.0,7.0,0.0,3.0,3.0,16,134.0,0.12,0.12559485326069675,NL,94351,11850,100,ochoaiv01,ochoaiv01_2008,1,SFN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_SFN,0.32799999999999996,1.2109999999999999,0.22816666666666668,-11.046793283787498,29.906674657180293,,True,False,True,
odorro01_2014,114,386,39,100,14,7,9,48.0,4.0,7.0,17,71.0,1.0,5.0,6.0,3.0,7.0,16.0,70,417.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,104,odorro01,odorro01_2014,1,TEX,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_TEX,0.31,1.304,0.30657560975609754,-1.0950695795301557,91.91033933134989,,False,False,False,
odorro01_2015,120,426,54,111,21,9,16,61.0,6.0,7.0,23,79.0,2.0,14.0,2.0,5.0,3.0,21.0,65,470.0,0.113,0.11578947368421053,AL,91485,10593,105,odorro01,odorro01_2015,1,TEX,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_TEX,0.313,1.251,0.3337038626609442,7.7784296168215645,107.00441612375337,91.91033933134989,False,False,False,
odorro01_2016,150,605,89,164,33,4,33,88.0,14.0,7.0,19,135.0,0.0,4.0,0.0,4.0,6.0,19.0,94,632.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,108,odorro01,odorro01_2016,1,TEX,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_TEX,0.318,1.212,0.33592088607594933,9.344884488448825,102.71978315346433,107.00441612375337,False,False,False,
odorro01_2017,162,607,79,124,21,3,30,75.0,15.0,6.0,32,162.0,5.0,8.0,0.0,4.0,13.0,27.0,70,651.0,0.122,0.12339456998861974,AL,92265,11385,109,odorro01,odorro01_2017,1,TEX,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_TEX,0.321,1.185,0.272156346749226,-26.833095583336604,56.56790831312455,102.71978315346433,False,False,False,
odorro01_2018,129,474,76,120,23,2,18,63.0,12.0,12.0,43,127.0,2.0,11.0,2.0,5.0,5.0,41.0,77,535.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,109,odorro01,odorro01_2018,1,TEX,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_TEX,0.315,1.226,0.32460451977401134,4.1912056110082085,95.56419807450825,56.56790831312455,False,False,False,
oeltjtr01_2009,24,70,11,17,4,1,3,4.0,3.0,1.0,1,13.0,0.0,0.0,1.0,1.0,0.0,1.0,9,73.0,0.12,0.1230072463768116,NL,93840,11543,105,oeltjtr01,oeltjtr01_2009,1,ARI,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_ARI,0.32899999999999996,1.21,0.29788888888888887,-1.876951331496785,71.77490800358655,,True,False,True,
oeltjtr01_2010,14,23,5,5,1,1,0,1.0,0.0,0.0,4,8.0,0.0,1.0,2.0,0.0,1.0,4.0,3,30.0,0.115,0.11986761371573484,NL,93061,11155,95,oeltjtr01,oeltjtr01_2010,1,LAN,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_LAN,0.321,1.251,0.3249642857142857,0.09506680369989685,103.3797951050698,71.77490800358655,True,False,True,
oeltjtr01_2011,61,71,10,14,1,1,2,6.0,6.0,0.0,13,30.0,1.0,1.0,4.0,2.0,1.0,12.0,10,91.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,95,oeltjtr01,oeltjtr01_2011,1,LAN,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_LAN,0.316,1.264,0.2907790697674419,-1.8157473506034718,84.5793287601235,103.3797951050698,False,False,False,
ohearry01_2018,44,149,23,39,10,2,12,30.0,0.0,0.0,20,45.0,0.0,1.0,0.0,0.0,0.0,20.0,15,170.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,102,ohearry01,ohearry01_2018,1,KCA,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_KCA,0.315,1.226,0.3983411764705882,11.556280587275687,152.6951036302453,,False,False,False,
ohlmami01_2017,7,13,1,3,0,0,0,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.0,0.122,0.12339456998861974,AL,92265,11385,100,ohlmami01,ohlmami01_2017,1,TOR,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_TOR,0.321,1.185,0.2023846153846154,-1.3012658227848097,17.75007524121451,,True,False,True,
ojedaau01_2008,105,231,27,56,9,2,0,17.0,0.0,0.0,26,24.0,2.0,10.0,4.0,1.0,6.0,24.0,45,272.0,0.12,0.12559485326069675,NL,94351,11850,105,ojedaau01,ojedaau01_2008,1,ARI,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_ARI,0.32799999999999996,1.2109999999999999,0.29777067669172935,-6.789740660486875,70.89280798406561,,False,False,False,
ojedaau01_2009,103,264,38,65,17,3,1,16.0,3.0,1.0,32,28.0,3.0,6.0,6.0,1.0,4.0,29.0,44,309.0,0.12,0.1230072463768116,NL,93840,11543,105,ojedaau01,ojedaau01_2009,1,ARI,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_ARI,0.32899999999999996,1.21,0.30823,-5.304074380165278,78.722769264475,70.89280798406561,False,False,False,
ojedaau01_2010,59,79,6,15,3,0,0,5.0,0.0,1.0,8,8.0,0.0,0.0,3.0,2.0,3.0,8.0,12,92.0,0.115,0.11986761371573484,NL,93061,11155,106,ojedaau01,ojedaau01_2010,1,ARI,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_ARI,0.321,1.251,0.22649438202247188,-6.950053440393756,27.15991405526053,78.722769264475,True,False,True,
ojedami01_2006,30.0,87.0,5.0,21.0,5.0,0.0,2.0,15.0,0.0,0.0,8.0,19.0,2.0,0.0,0.0,0.0,6.0,6.0,14.0,95.0,0.126,0.13055955690138515,MULT,87359,11285,108.3157894736842,ojedami01,ojedami01_2006,2,MULT,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_TEX,0.332,1.17,0.28874193548387095,-3.512406947890822,60.16365436032229,,False,False,False,
olivehe01_2015,24,79,4,20,4,1,2,11.0,0.0,0.0,5,12.0,0.0,2.0,0.0,1.0,2.0,5.0,13,87.0,0.113,0.11658365615200147,NL,86736,10112,99,olivehe01,olivehe01_2015,1,ATL,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_ATL,0.313,1.251,0.31117241379310345,-0.12709832134292537,96.64227686235995,,False,False,False,
olivehe01_2016,6,19,2,4,1,0,0,2.0,0.0,0.0,1,5.0,0.0,0.0,0.0,1.0,1.0,1.0,3,21.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,99,olivehe01,olivehe01_2016,1,ATL,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_ATL,0.318,1.212,0.2174761904761905,-1.7417491749174916,29.422505713434862,96.64227686235995,False,False,False,
olivomi01_2006,127,430,52,113,22,3,16,58.0,2.0,3.0,9,103.0,4.0,7.0,3.0,3.0,9.0,5.0,72,452.0,0.126,0.13077833178399392,NL,94664,12380,98,olivomi01,olivomi01_2006,1,FLO,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_FLO,0.332,1.17,0.306229213483146,-9.955893594545305,81.43068143247679,,False,False,False,
olivomi01_2007,122,452,43,107,20,4,16,60.0,3.0,2.0,14,123.0,2.0,2.0,0.0,1.0,13.0,12.0,67,469.0,0.124,0.1298514362562777,NL,95178,12359,99,olivomi01,olivomi01_2007,1,FLO,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_FLO,0.331,1.192,0.28563169164882224,-17.850450181797296,67.13775461020175,81.43068143247679,True,False,True,
olivomi01_2008,84,306,29,78,22,0,12,41.0,7.0,0.0,7,82.0,2.0,3.0,0.0,1.0,6.0,5.0,44,317.0,0.12,0.12325895720700082,AL,87304,10761,102,olivomi01,olivomi01_2008,1,KCA,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_AL,2008_KCA,0.32799999999999996,1.2109999999999999,0.3084666666666666,-5.1131846958436595,82.32268236167891,67.13775461020175,False,False,False,
